548;525;540;776;1;1;1;0
549;525;540;778;1;1;1;0
153;525;540;216;1;1;1;0
548;79;540;116;1;1;1;0
549;79;540;117;1;1;1;0
153;79;540;32;1;1;1;0
548;525;100;143;1;1;1;0
549;525;100;144;1;1;1;0
153;525;100;40;1;1;1;0
548;79;100;21;1;1;1;0
549;79;100;21;1;1;1;0
153;79;100;6;1;1;1;0
418;79;592;97;1;1;1;0
521;79;592;121;1;1;1;0
311;79;592;72;1;1;1;0
418;525;592;649;1;1;1;0
521;525;592;809;1;1;1;0
311;525;592;483;1;1;1;0
418;79;48;7;1;1;1;0
521;79;48;9;1;1;1;0
311;79;48;5;1;1;1;0
418;525;48;52;1;1;1;0
521;525;48;65;1;1;1;0
311;525;48;39;1;1;1;0
