544;222;129;77;1;1;1;0
511;222;129;73;1;1;1;0
195;222;129;27;1;1;1;0
544;382;129;134;1;1;1;0
511;382;129;125;1;1;1;0
195;382;129;48;1;1;1;0
544;222;511;308;1;1;1;0
511;222;511;289;1;1;1;0
195;222;511;110;1;1;1;0
544;382;511;530;1;1;1;0
511;382;511;498;1;1;1;0
195;382;511;190;1;1;1;0
31;423;245;16;1;1;1;0
888;423;245;460;1;1;1;0
331;423;245;171;1;1;1;0
31;181;245;6;1;1;1;0
888;181;245;196;1;1;1;0
331;181;245;73;1;1;1;0
31;423;395;25;1;1;1;0
888;423;395;741;1;1;1;0
331;423;395;276;1;1;1;0
31;181;395;11;1;1;1;0
888;181;395;317;1;1;1;0
331;181;395;118;1;1;1;0
