420;111;577;134;1;1;1;0
621;111;577;198;1;1;1;0
209;111;577;66;1;1;1;0
420;493;577;597;1;1;1;0
621;493;577;883;1;1;1;0
209;493;577;297;1;1;1;0
420;111;63;14;1;1;1;0
621;111;63;21;1;1;1;0
209;111;63;7;1;1;1;0
420;493;63;65;1;1;1;0
621;493;63;96;1;1;1;0
209;493;63;32;1;1;1;0
58;76;412;9;1;1;1;0
1043;76;412;163;1;1;1;0
149;76;412;23;1;1;1;0
58;528;412;63;1;1;1;0
1043;528;412;1134;1;1;1;0
149;528;412;162;1;1;1;0
58;76;228;5;1;1;1;0
1043;76;228;90;1;1;1;0
149;76;228;12;1;1;1;0
58;528;228;34;1;1;1;0
1043;528;228;627;1;1;1;0
149;528;228;89;1;1;1;0
