544;305;598;496;1;1;1;0
122;305;598;111;1;1;1;0
584;305;598;532;1;1;1;0
544;299;598;486;1;1;1;0
122;299;598;109;1;1;1;0
584;299;598;522;1;1;1;0
544;305;42;34;1;1;1;0
122;305;42;7;1;1;1;0
584;305;42;37;1;1;1;0
544;299;42;34;1;1;1;0
122;299;42;7;1;1;1;0
584;299;42;36;1;1;1;0
509;43;373;40;1;1;1;0
263;43;373;21;1;1;1;0
478;43;373;38;1;1;1;0
509;561;373;532;1;1;1;0
263;561;373;275;1;1;1;0
478;561;373;500;1;1;1;0
509;43;267;29;1;1;1;0
263;43;267;15;1;1;1;0
478;43;267;27;1;1;1;0
509;561;267;381;1;1;1;0
263;561;267;196;1;1;1;0
478;561;267;357;1;1;1;0
