98,43,85
88,73,8
38,21,9
16,19,4
46,9,16
36,37,2
10,30,25
25,23,35
48,39,23
90,3,90
31,41,35
76,29,81
9,19,38
30,69,75
10,23,45
68,24,70
43,5,36
50,53,54
48,36,29
99,94,9
39,41,29
29,44,42
30,44,33
89,75,25
30,35,15
98,71,65
99,72,11
8,8,23
4,21,39
19,21,22
8,74,90
33,24,41
74,8,88
44,95,75
93,65,65
86,39,99
3,1,25
7,11,44
85,73,99
7,71,94
3,3,39
99,41,78
9,38,49
7,31,10
6,76,88
6,45,11
25,25,10
15,48,36
65,53,83
39,35,37
41,29,7
44,39,29
93,58,56
77,85,46
6,14,6
90,88,53
12,11,22
11,4,5
38,33,40
9,41,24
40,23,19
19,97,70
25,41,24
27,49,31
49,84,84
34,43,35
47,8,17
18,88,82
10,5,47
72,22,68
40,90,89
49,30,37
4,47,23
79,48,95
5,21,2
70,83,49
47,31,28
86,91,46
9,87,76
70,75,10
48,24,29
38,10,7
31,47,11
10,12,37
4,43,42
48,69,94
63,96,58
6,20,23
59,88,62
22,19,10
17,7,37
79,29,91
67,58,54
67,44,87
85,5,95
91,11,99
15,25,24
27,6,4
97,74,65
69,32,83
