85,49,97
86,89,14
57,57,93
87,78,62
99,53,77
53,93,89
66,76,79
63,88,94
86,67,67
93,38,67
53,64,81
68,31,92
92,78,63
13,81,99
50,84,54
71,18,82
63,52,53
35,1,44
69,65,82
72,68,35
63,94,80
76,82,67
99,80,67
87,98,2
57,61,89
35,16,13
72,70,31
71,99,68
97,95,65
98,79,91
16,67,99
68,86,61
76,6,90
15,73,82
28,12,19
79,8,81
56,71,88
52,77,62
32,26,6
3,88,72
52,50,89
79,14,76
94,78,59
79,52,69
24,89,99
73,79,95
97,75,62
56,84,69
8,7,34
92,67,90
50,72,97
66,85,68
31,3,2
84,90,7
71,77,81
20,28,36
87,69,65
82,75,72
61,84,95
59,88,62
66,75,92
5,97,97
93,85,97
93,84,82
26,74,72
59,88,84
70,78,93
9,99,86
71,82,76
99,5,89
1,74,72
88,74,99
81,56,94
83,48,97
65,74,88
71,99,27
83,76,63
86,80,48
22,93,71
83,93,34
72,71,77
64,65,55
57,90,95
67,50,76
93,54,52
45,82,70
41,21,46
94,75,92
16,37,10
62,83,73
85,66,87
90,39,83
35,46,49
78,37,94
78,2,67
75,11,86
93,89,53
53,89,64
16,19,12
93,20,77
