80,18,98
77,94,29
18,47,17
22,34,3
22,12,5
9,14,8
4,13,11
5,38,43
26,12,26
90,41,78
20,45,3
78,24,80
31,31,32
28,84,90
26,35,16
94,16,96
1,35,17
68,74,59
48,40,37
90,80,40
31,2,17
17,2,11
45,11,38
88,92,23
35,42,33
92,52,74
76,87,23
30,39,14
23,49,40
39,43,23
34,78,82
30,38,44
99,8,81
8,80,90
65,51,97
86,35,77
10,19,28
19,28,3
51,53,69
45,88,86
15,19,3
83,30,66
13,3,16
28,30,15
23,76,86
31,35,11
31,20,38
20,49,15
81,76,63
23,3,19
1,8,47
49,29,1
71,72,60
75,99,21
5,36,8
88,63,79
3,6,33
37,16,44
39,4,17
6,7,19
5,13,4
41,66,95
32,41,12
31,47,13
23,76,68
24,21,25
31,41,18
10,93,75
9,16,25
83,27,73
11,83,93
21,24,46
42,23,42
73,27,77
23,32,47
67,80,41
42,44,22
78,71,14
38,83,69
98,71,38
5,15,14
17,11,8
19,31,14
47,2,32
26,31,1
16,79,73
62,99,97
8,13,20
56,62,65
3,17,21
29,22,11
96,11,90
88,96,82
76,45,67
86,36,91
83,19,69
10,27,14
16,10,39
92,61,62
85,32,85
1,3,10
18,19,10
96,34,96
37,36,10
35,7,26
16,4,2
18,23,31
13,91,79
87,6,93
84,60,50
30,25,16
28,10,31
8,20,48
44,92,80
4,38,30
14,14,35
88,2,73
29,13,35
32,49,7
93,78,10
58,61,94
15,14,11
17,45,5
32,18,20
39,8,5
48,43,45
34,38,48
81,76,66
16,35,27
28,21,40
76,77,20
10,46,14
85,60,75
23,44,43
51,64,82
63,97,85
35,15,36
44,19,33
74,88,45
98,68,84
99,6,82
74,90,42
1,8,37
42,17,27
1,94,83
17,23,36
3,26,17
83,99,44
13,37,40
19,11,39
