99,34,94
77,86,29
30,8,35
31,38,25
15,13,3
18,39,31
42,14,12
36,25,45
16,12,11
77,29,93
49,1,25
94,1,81
29,23,33
27,86,77
49,11,25
92,47,82
7,12,22
74,98,60
42,14,36
76,79,3
45,48,9
47,25,30
18,15,17
79,81,1
4,6,33
71,84,74
86,85,1
29,5,7
35,45,20
35,17,43
14,81,89
17,34,1
88,34,93
18,75,96
85,83,94
91,12,84
25,8,21
17,25,18
84,66,90
10,72,85
16,15,35
92,40,84
39,46,16
21,8,2
24,80,85
30,1,5
27,19,15
14,47,40
80,54,97
21,35,43
40,39,10
5,38,46
69,91,75
86,87,34
4,48,43
72,82,95
43,15,11
7,7,14
39,43,34
21,32,41
17,41,30
4,79,75
33,23,7
33,21,31
5,97,73
6,16,44
47,32,11
44,83,89
7,14,29
67,30,94
19,68,90
15,18,29
19,11,9
98,32,66
24,2,4
82,67,31
7,38,45
97,68,17
38,86,91
69,93,32
32,20,13
28,18,40
10,23,8
45,24,12
10,29,43
48,90,85
56,54,60
39,32,31
58,61,72
47,16,35
2,13,38
99,43,96
50,92,98
77,39,77
81,7,68
83,4,69
46,39,34
42,49,41
97,89,52
86,33,69
10,1,12
4,21,27
86,45,85
39,33,25
19,46,42
8,4,36
33,16,44
49,83,84
98,44,80
75,82,56
44,34,12
18,12,47
16,38,25
17,91,97
24,46,34
27,8,18
99,4,99
17,16,25
24,34,25
71,83,2
52,73,82
46,19,19
48,33,13
39,1,33
11,49,10
15,24,8
29,37,44
86,66,52
22,37,19
39,49,8
88,97,15
44,19,16
94,77,60
40,13,24
52,84,81
62,65,73
9,13,18
1,40,14
72,99,26
60,84,51
95,41,85
93,72,46
8,44,32
43,44,4
40,78,93
33,19,16
15,39,21
94,72,10
44,37,1
21,9,5
