32,3,30
16,5,22
7,20,18
29,33,25
1,27,4
8,14,1
14,20,10
26,29,12
24,4,20
4,21,3
12,1,26
14,2,34
19,7,2
30,7,19
26,34,14
14,11,16
24,21,4
16,12,16
14,31,23
5,5,18
6,9,24
31,15,23
22,20,34
15,9,18
21,20,14
27,22,15
25,6,3
3,17,23
10,16,26
10,8,16
21,29,18
20,32,14
33,18,33
5,13,13
9,10,5
11,21,22
13,15,8
25,23,8
30,20,31
17,16,29
7,1,21
23,15,28
9,25,15
21,31,8
32,10,24
27,33,21
34,21,17
29,20,2
1,19,10
26,24,9
16,11,18
12,28,2
17,24,11
21,30,28
14,19,24
18,29,24
28,21,13
22,12,7
17,5,6
17,19,3
7,30,33
5,13,29
5,34,21
23,33,10
26,22,4
28,7,32
12,3,30
25,4,29
30,10,27
8,31,8
18,33,8
18,29,6
17,22,20
29,25,20
20,22,26
32,2,16
11,33,29
3,27,13
9,23,15
22,22,17
26,2,32
31,7,27
27,6,12
14,30,2
8,5,5
17,33,2
14,14,2
34,20,9
26,30,15
30,34,25
26,10,11
30,2,33
2,12,19
14,10,16
3,25,27
1,31,19
20,10,8
6,22,2
5,5,6
32,16,7
