69,50,92
71,79,47
85,36,79
87,6,69
78,21,67
87,34,94
97,17,91
79,20,92
77,14,99
72,95,87
91,19,72
67,52,79
80,16,98
42,87,81
68,34,93
54,75,50
74,32,67
7,15,3
84,1,72
68,81,25
67,43,88
69,34,74
74,25,82
69,74,4
96,46,71
23,30,15
84,96,28
83,22,87
74,16,67
69,46,81
34,74,81
74,23,80
83,88,79
35,96,73
17,15,49
94,53,56
77,34,75
72,6,76
12,17,22
21,85,81
74,39,87
85,67,91
87,9,76
93,27,96
30,67,77
83,41,91
99,12,95
90,28,80
44,22,45
73,45,95
70,8,84
79,15,80
46,43,38
72,93,47
79,34,69
26,20,43
71,25,93
73,15,75
81,32,98
72,43,78
74,14,76
43,86,75
83,37,66
76,25,75
11,84,98
90,10,94
94,12,81
29,98,76
77,37,74
99,54,53
19,80,85
74,16,88
82,47,75
68,54,73
98,44,83
67,72,1
79,29,70
81,85,23
9,79,91
85,85,8
94,4,89
79,3,77
77,49,69
97,42,71
98,48,84
22,70,70
48,32,23
91,29,72
10,35,19
84,9,77
73,6,95
67,94,87
15,18,24
91,60,81
61,71,99
67,83,53
86,18,86
90,5,95
4,49,20
72,97,62
80,21,79
82,47,97
58,85,64
67,36,81
87,8,84
75,28,86
67,4,80
32,99,95
89,66,66
37,44,12
93,6,86
97,12,83
86,18,71
29,69,77
69,3,80
89,11,68
82,54,96
79,39,69
93,23,68
93,92,48
38,43,17
84,47,78
94,19,66
93,18,89
93,13,94
71,21,99
81,26,90
49,12,19
76,32,73
92,3,89
96,96,19
89,27,92
32,11,23
85,9,93
11,3,14
49,41,34
89,11,77
79,38,97
96,79,15
28,37,13
82,91,73
86,67,43
81,39,98
86,5,80
43,88,98
82,46,88
81,12,66
79,95,45
94,41,77
88,29,71
