53,59,68
86,98,3
83,24,68
77,24,82
86,44,75
69,7,80
88,1,86
68,24,98
99,18,90
81,74,61
86,24,68
85,85,76
87,12,67
2,96,74
68,5,98
61,77,74
97,19,73
38,15,26
78,33,73
94,97,12
86,38,84
68,12,85
66,27,99
74,97,21
90,38,77
17,21,17
78,78,26
67,44,75
93,46,86
82,49,86
34,83,72
95,17,83
56,59,89
44,93,79
35,3,32
63,52,99
78,40,68
72,42,77
24,16,30
33,99,80
98,14,96
67,87,68
86,43,88
87,9,98
28,78,72
95,19,82
89,29,88
67,37,72
16,30,17
95,33,75
99,23,98
69,16,92
11,26,8
89,74,7
97,46,66
33,34,35
83,35,95
78,5,96
94,14,78
74,1,80
66,7,77
18,83,93
90,42,95
79,22,79
7,86,75
73,41,72
82,2,99
41,70,95
72,4,81
61,96,64
19,77,69
99,37,99
72,19,87
61,95,50
76,10,92
72,78,19
78,33,76
75,86,7
32,95,72
86,69,33
89,29,88
80,38,71
93,17,70
88,18,70
69,11,87
29,88,92
24,24,8
96,36,80
17,32,33
98,19,95
68,13,82
50,53,68
3,17,1
83,90,76
70,55,51
85,96,75
95,49,82
89,6,86
4,2,5
78,77,98
94,39,89
69,7,91
72,86,97
92,18,69
81,42,86
80,15,77
69,49,81
47,90,84
51,73,77
31,26,10
76,21,67
77,2,70
82,34,88
35,79,85
73,32,90
87,34,91
58,68,98
92,37,92
85,24,99
67,70,22
44,34,11
98,16,80
77,46,76
89,17,67
99,32,72
67,2,89
78,19,98
15,2,24
96,2,97
99,17,86
80,84,43
93,22,99
12,19,17
95,35,89
8,10,19
25,17,13
86,27,78
99,16,74
95,68,11
37,21,33
56,83,53
99,93,43
84,33,69
85,29,79
4,79,82
68,7,79
69,35,80
88,78,4
92,23,90
69,20,95
