100 16
1 2502505
20 20 20
14
1 1 1 20 1 18 1 11
2 1 1 20 1 18 1 9
3 1 1 7 1 2 1 3
4 1 1 13 1 2 1 3
5 1 1 8 1 2 1 4
6 1 1 8 1 2 1 2
7 1 1 5 1 2 1 4
8 1 1 5 1 2 1 2
9 1 1 4 1 2 1 1
10 1 1 4 1 2 1 5
11 1 1 3 1 2 1 1
12 1 1 3 1 2 1 5
13 2 1 20 1 1 1 5
14 2 1 20 1 1 1 6
2 2502605
20 20 20
13
1 1 1 20 1 16 1 1
2 1 1 20 1 4 1 1
3 1 1 20 1 3 1 9
4 2 1 20 1 1 1 9
5 1 1 20 1 1 1 10
6 1 1 20 1 2 1 9
7 1 1 20 1 2 1 1
8 1 1 20 1 1 1 1
9 1 1 20 1 2 1 3
10 1 1 20 1 14 1 16
11 1 1 20 1 2 1 16
12 2 1 20 1 7 1 1
13 2 1 20 1 7 1 2
3 2502705
20 20 20
16
1 1 1 20 1 9 1 11
2 1 1 20 1 11 1 11
3 1 1 20 1 9 1 9
4 1 1 20 1 7 1 1
5 1 1 20 1 4 1 1
6 1 1 20 1 6 1 3
7 1 1 20 1 1 1 3
8 1 1 20 1 6 1 5
9 1 1 20 1 1 1 5
10 1 1 13 1 4 1 7
11 1 1 13 1 4 1 1
12 1 1 7 1 4 1 1
13 1 1 1 1 4 1 6
14 1 1 1 1 4 1 1
15 1 1 6 1 4 1 6
16 1 1 6 1 4 1 1
4 2502805
20 20 20
14
1 1 1 3 1 20 1 12
2 1 1 3 1 20 1 8
3 1 1 9 1 20 1 4
4 2 1 8 1 20 1 4
5 2 1 8 1 20 1 3
6 1 1 8 1 20 1 1
7 1 1 1 1 20 1 3
8 1 1 1 1 20 1 1
9 1 1 8 1 20 1 9
10 1 1 9 1 20 1 3
11 1 1 3 1 20 1 4
12 1 1 3 1 20 1 5
13 1 1 6 1 20 1 4
14 1 1 6 1 20 1 5
5 2502905
20 20 20
14
1 2 1 20 1 1 1 10
2 1 1 20 1 19 1 10
3 2 1 4 1 19 1 5
4 1 1 16 1 19 1 5
5 1 1 16 1 12 1 2
6 1 1 16 1 7 1 2
7 1 1 2 1 7 1 2
8 1 1 2 1 7 1 1
9 1 1 14 1 7 1 2
10 1 1 14 1 7 1 1
11 1 1 16 1 3 1 1
12 1 1 16 1 9 1 1
13 1 1 16 1 3 1 2
14 1 1 16 1 9 1 2
6 2503005
20 20 20
13
1 1 1 20 1 2 1 1
2 1 1 20 1 18 1 1
3 1 1 20 1 9 1 16
4 1 1 20 1 9 1 3
5 1 1 20 1 8 1 2
6 1 1 20 1 1 1 2
7 1 1 20 1 8 1 1
8 3 1 20 1 1 1 1
9 1 1 20 1 5 1 6
10 1 1 20 1 4 1 6
11 1 1 20 1 5 1 10
12 1 1 20 1 4 1 10
13 2 1 20 1 1 1 18
7 2503105
20 20 20
16
1 1 1 12 1 20 1 15
2 1 1 12 1 20 1 5
3 1 1 8 1 9 1 1
4 1 1 8 1 11 1 1
5 1 1 8 1 11 1 14
6 1 1 1 1 9 1 10
7 1 1 1 1 9 1 4
8 1 1 7 1 9 1 10
9 1 1 5 1 20 1 3
10 1 1 5 1 20 1 2
11 1 1 3 1 20 1 3
12 1 1 3 1 20 1 2
13 1 1 6 1 9 1 3
14 1 1 6 1 9 1 1
15 1 1 1 1 9 1 3
16 1 1 1 1 9 1 1
8 2503205
20 20 20
13
1 1 1 7 1 20 1 10
2 1 1 13 1 11 1 6
3 1 1 13 1 9 1 6
4 1 1 13 1 11 1 4
5 1 1 13 1 9 1 4
6 1 1 2 1 20 1 5
7 2 1 5 1 20 1 5
8 1 1 13 1 7 1 7
9 1 1 13 1 13 1 7
10 1 1 13 1 7 1 3
11 1 1 13 1 13 1 3
12 2 1 1 1 20 1 2
13 2 1 1 1 20 1 3
9 2503305
20 20 20
10
1 1 1 20 1 18 1 4
2 1 1 20 1 2 1 16
3 4 1 20 1 1 1 2
4 1 1 5 1 18 1 8
5 2 1 15 1 18 1 8
6 1 1 2 1 18 1 1
7 1 1 3 1 18 1 7
8 1 1 3 1 18 1 1
9 2 1 1 1 18 1 5
10 2 1 1 1 18 1 2
10 2503405
20 20 20
16
1 1 1 20 1 15 1 11
2 1 1 20 1 15 1 9
3 1 1 6 1 5 1 6
4 1 1 14 1 5 1 6
5 1 1 20 1 2 1 1
6 1 1 20 1 3 1 1
7 1 1 20 1 2 1 8
8 1 1 20 1 3 1 8
9 1 1 14 1 3 1 2
10 1 1 14 1 2 1 2
11 1 1 14 1 3 1 3
12 1 1 14 1 2 1 3
13 1 1 6 1 2 1 1
14 1 1 6 1 3 1 1
15 1 1 6 1 2 1 4
16 1 1 6 1 3 1 4
11 2503505
20 20 20
14
1 1 1 20 1 9 1 14
2 1 1 8 1 11 1 1
3 1 1 8 1 11 1 5
4 1 1 12 1 11 1 1
5 1 1 12 1 11 1 5
6 1 1 20 1 3 1 3
7 1 1 20 1 8 1 3
8 1 1 20 1 8 1 11
9 2 1 6 1 9 1 3
10 2 1 14 1 9 1 3
11 1 1 20 1 2 1 10
12 1 1 20 1 1 1 10
13 1 1 20 1 2 1 1
14 1 1 20 1 1 1 1
12 2503605
20 20 20
14
1 1 1 3 1 20 1 12
2 1 1 17 1 20 1 12
3 1 1 17 1 20 1 8
4 1 1 3 1 11 1 1
5 1 1 3 1 9 1 1
6 1 1 2 1 11 1 4
7 1 1 1 1 11 1 4
8 1 1 1 1 11 1 3
9 2 1 1 1 11 1 2
10 2 1 1 1 11 1 1
11 1 1 3 1 3 1 2
12 1 1 3 1 6 1 2
13 1 1 3 1 3 1 5
14 1 1 3 1 6 1 5
13 2503705
20 20 20
14
1 1 1 20 1 18 1 13
2 2 1 20 1 1 1 4
3 2 1 20 1 1 1 3
4 1 1 12 1 18 1 3
5 1 1 12 1 18 1 4
6 1 1 8 1 18 1 3
7 1 1 8 1 18 1 4
8 1 1 4 1 2 1 7
9 1 1 16 1 2 1 7
10 1 1 16 1 2 1 6
11 1 1 1 1 2 1 2
12 1 1 1 1 2 1 4
13 1 1 3 1 2 1 2
14 1 1 3 1 2 1 4
14 2503805
20 20 20
10
1 1 1 20 1 1 1 14
2 1 1 20 1 19 1 6
3 1 1 20 1 1 1 6
4 1 1 6 1 19 1 12
5 2 1 6 1 12 1 1
6 2 1 6 1 7 1 1
7 2 1 5 1 19 1 1
8 2 1 9 1 19 1 1
9 2 1 9 1 19 1 6
10 2 1 5 1 19 1 6
15 2503905
20 20 20
14
1 1 1 20 1 4 1 14
2 2 1 20 1 2 1 5
3 2 1 20 1 2 1 1
4 1 1 6 1 16 1 13
5 1 1 6 1 16 1 1
6 1 1 14 1 16 1 13
7 1 1 14 1 16 1 1
8 1 1 20 1 7 1 1
9 1 1 20 1 9 1 1
10 1 1 20 1 9 1 5
11 1 1 12 1 7 1 2
12 1 1 12 1 7 1 3
13 1 1 8 1 7 1 2
14 1 1 8 1 7 1 3
16 2504005
20 20 20
14
1 1 1 16 1 20 1 5
2 1 1 4 1 2 1 4
3 1 1 4 1 18 1 4
4 1 1 4 1 2 1 1
5 1 1 4 1 18 1 1
6 1 1 4 1 12 1 3
7 1 1 4 1 12 1 12
8 1 1 4 1 8 1 12
9 2 1 4 1 4 1 2
10 2 1 4 1 4 1 1
11 1 1 16 1 1 1 5
12 1 1 16 1 19 1 5
13 1 1 16 1 1 1 10
14 1 1 16 1 19 1 10
17 2504105
20 20 20
11
1 1 1 20 1 7 1 18
2 4 1 20 1 3 1 1
3 2 1 20 1 4 1 1
4 1 1 20 1 8 1 12
5 1 1 20 1 5 1 6
6 1 1 20 1 8 1 6
7 1 1 11 1 5 1 7
8 1 1 11 1 5 1 5
