100 25
1 2502505
50 50 50
23
1 1 1 50 1 18 1 11
2 1 1 50 1 18 1 39
3 1 1 7 1 32 1 33
4 1 1 43 1 32 1 33
5 1 1 24 1 32 1 4
6 1 1 19 1 32 1 4
7 1 1 19 1 32 1 2
8 1 1 4 1 32 1 1
9 1 1 3 1 32 1 1
10 1 1 50 1 29 1 5
11 1 1 50 1 3 1 5
12 1 1 50 1 29 1 6
13 1 1 50 1 3 1 6
14 1 1 3 1 32 1 2
15 1 1 3 1 32 1 3
16 1 1 1 1 32 1 2
17 1 1 1 1 32 1 3
18 2 1 16 1 32 1 1
19 2 1 8 1 32 1 1
20 1 1 3 1 30 1 4
21 1 1 3 1 2 1 4
22 1 1 3 1 30 1 1
23 1 1 3 1 2 1 1
2 2502605
50 50 50
23
1 1 1 50 1 25 1 2
2 1 1 38 1 25 1 18
3 2 1 4 1 25 1 1
4 2 1 46 1 25 1 1
5 1 1 38 1 12 1 9
6 1 1 38 1 13 1 21
7 1 1 38 1 12 1 21
8 1 1 50 1 10 1 8
9 1 1 50 1 15 1 8
10 1 1 50 1 10 1 40
11 1 1 50 1 15 1 40
12 1 1 3 1 13 1 4
13 1 1 3 1 13 1 5
14 1 1 35 1 13 1 4
15 1 1 35 1 13 1 5
16 1 1 1 1 25 1 10
17 1 1 1 1 25 1 8
18 1 1 11 1 25 1 10
19 1 1 11 1 25 1 8
20 1 1 12 1 16 1 20
21 1 1 12 1 9 1 20
22 1 1 12 1 16 1 10
23 1 1 12 1 9 1 10
3 2502705
50 50 50
20
1 1 1 50 1 9 1 11
2 1 1 50 1 41 1 11
3 1 1 50 1 9 1 39
4 1 1 50 1 33 1 4
5 1 1 50 1 33 1 35
6 1 1 12 1 8 1 31
7 1 1 15 1 8 1 28
8 2 1 15 1 8 1 3
9 1 1 23 1 8 1 28
10 2 1 23 1 8 1 3
11 1 1 23 1 8 1 1
12 1 1 15 1 8 1 1
13 1 1 2 1 8 1 1
14 1 1 2 1 8 1 3
15 1 1 10 1 8 1 1
16 1 1 10 1 8 1 3
17 2 1 50 1 3 1 2
18 1 1 50 1 5 1 2
19 2 1 29 1 5 1 1
20 2 1 21 1 5 1 1
4 2502805
50 50 50
25
1 1 1 3 1 50 1 21
2 1 1 47 1 37 1 4
3 1 1 47 1 13 1 4
4 1 1 47 1 5 1 23
5 1 1 47 1 32 1 2
6 1 1 47 1 5 1 2
7 1 1 8 1 50 1 14
8 1 1 8 1 50 1 7
9 1 1 39 1 50 1 14
10 1 1 39 1 50 1 7
11 1 1 19 1 13 1 20
12 1 1 19 1 13 1 5
13 1 1 28 1 13 1 5
14 1 1 2 1 50 1 18
15 1 1 2 1 50 1 11
16 1 1 1 1 50 1 18
17 1 1 1 1 50 1 11
18 1 1 26 1 13 1 17
19 1 1 26 1 13 1 3
20 1 1 2 1 13 1 17
21 1 1 2 1 13 1 3
22 1 1 6 1 32 1 22
23 1 1 6 1 32 1 1
24 1 1 41 1 32 1 22
25 1 1 41 1 32 1 1
5 2502905
50 50 50
18
1 1 1 50 1 1 1 27
2 1 1 50 1 1 1 23
3 1 1 50 1 49 1 23
4 1 1 13 1 49 1 24
5 1 1 36 1 49 1 1
6 2 1 1 1 49 1 2
7 4 1 1 1 49 1 1
8 1 1 12 1 49 1 1
9 1 1 37 1 37 1 23
10 1 1 37 1 12 1 1
11 1 1 37 1 37 1 1
12 1 1 37 1 2 1 4
13 1 1 37 1 10 1 4
14 1 1 37 1 2 1 19
15 1 1 37 1 10 1 19
16 2 1 11 1 49 1 1
17 2 1 36 1 40 1 1
18 2 1 36 1 9 1 1
6 2503005
50 50 50
23
1 1 1 50 1 2 1 23
2 1 1 50 1 39 1 11
3 1 1 50 1 8 1 10
4 1 1 50 1 1 1 10
5 1 1 50 1 8 1 1
6 1 1 50 1 1 1 1
7 1 1 50 1 21 1 6
8 1 1 50 1 18 1 6
9 1 1 50 1 21 1 10
10 1 1 50 1 18 1 10
11 2 1 50 1 1 1 21
12 2 1 50 1 1 1 6
13 1 1 10 1 48 1 8
14 1 1 10 1 48 1 15
15 1 1 40 1 48 1 8
16 1 1 40 1 48 1 15
17 1 1 12 1 9 1 4
18 1 1 38 1 9 1 4
19 1 1 38 1 9 1 12
20 1 1 12 1 3 1 10
21 1 1 12 1 6 1 10
22 1 1 12 1 3 1 2
23 1 1 12 1 6 1 2
7 2503105
50 50 50
23
1 1 1 10 1 50 1 35
2 1 1 40 1 41 1 1
3 1 1 40 1 9 1 1
4 1 1 40 1 9 1 14
5 1 1 33 1 41 1 10
6 1 1 7 1 41 1 10
7 1 1 7 1 41 1 4
8 1 1 13 1 50 1 10
9 1 1 27 1 50 1 25
10 2 1 33 1 27 1 2
11 2 1 33 1 14 1 2
12 1 1 27 1 30 1 6
13 1 1 27 1 20 1 6
14 1 1 27 1 30 1 4
15 1 1 27 1 20 1 4
16 1 1 7 1 50 1 9
17 1 1 7 1 50 1 6
18 1 1 3 1 50 1 9
19 1 1 3 1 50 1 6
20 1 1 13 1 3 1 18
21 1 1 13 1 47 1 18
22 1 1 13 1 3 1 7
23 1 1 13 1 47 1 7
8 2503205
50 50 50
20
1 1 1 45 1 43 1 6
2 1 1 45 1 7 1 6
3 1 1 45 1 7 1 4
4 1 1 3 1 50 1 2
5 1 1 2 1 50 1 2
6 1 1 2 1 50 1 38
7 2 1 29 1 43 1 2
8 1 1 16 1 43 1 2
9 1 1 2 1 50 1 31
10 1 1 2 1 50 1 7
11 2 1 1 1 50 1 31
12 1 1 1 1 50 1 7
13 2 1 1 1 50 1 9
14 1 1 1 1 50 1 1
15 1 1 4 1 50 1 9
16 1 1 4 1 50 1 1
17 2 1 12 1 43 1 1
18 2 1 4 1 43 1 1
19 1 1 44 1 50 1 31
20 1 1 44 1 50 1 9
9 2503305
50 50 50
22
1 1 1 50 1 4 1 38
2 1 1 50 1 4 1 12
3 1 1 50 1 38 1 8
4 1 1 5 1 46 1 10
5 1 1 5 1 46 1 28
6 1 1 45 1 46 1 10
7 2 1 50 1 1 1 2
8 1 1 50 1 7 1 2
9 1 1 50 1 30 1 3
10 1 1 50 1 8 1 3
11 1 1 50 1 30 1 1
12 1 1 50 1 8 1 1
13 1 1 41 1 46 1 18
14 1 1 41 1 46 1 10
15 1 1 4 1 46 1 18
16 1 1 4 1 46 1 10
17 2 1 50 1 6 1 1
18 2 1 50 1 1 1 1
19 1 1 39 1 8 1 7
20 1 1 39 1 8 1 1
21 1 1 11 1 8 1 7
