249,183,267
51,183,267
51,117,267
51,183,33
51,117,33
46,50,23
46,67,10
203,50,10
6,26,14
6,41,9
6,26,9
3,32,11
3,9,11
3,32,3
3,9,3
3,32,11
3,9,11
3,32,3
3,9,3
5,14,13
5,12,13
5,14,1
5,12,1
35,14,13
35,12,13
35,14,1
35,12,1
44,64,6
44,3,6
44,64,4
44,3,4
159,64,6
159,3,6
159,3,4
13,19,6
13,7,6
13,19,3
13,7,3
27,19,6
27,7,6
27,19,3
26,12,11
26,29,11
26,12,3
26,29,3
14,12,11
14,29,11
14,12,3
14,29,3
27,28,7
27,22,7
19,22,3
19,28,7
25,8,1
25,20,1
25,8,2
25,20,2
2,8,1
2,20,1
2,8,2
2,20,2
11,11,2
11,11,1
11,11,1
16,11,2
16,11,2
16,11,1
16,11,1
149,11,14
149,39,14
149,11,9
149,39,9
54,11,14
54,39,14
54,39,9
27,44,1
27,20,1
27,44,3
27,20,3
132,44,1
132,20,1
132,44,3
132,20,3
3,8,1
3,3,1
3,8,1
3,3,1
8,8,1
8,3,1
8,8,1
8,3,1
49,6,3
49,5,3
49,6,6
49,5,6
5,6,3
5,5,3
5,6,6
5,5,6
11,1,1
11,6,1
11,1,2
11,6,2
16,1,1
16,6,1
16,1,2
16,6,2
9,15,3
9,52,3
9,15,20
9,52,20
194,15,3
194,52,3
194,15,20
194,52,20
11,22,8
11,19,8
11,22,1
11,19,1
29,22,8
29,19,8
29,22,1
29,19,1
109,98,6
109,85,6
109,98,27
109,85,27
140,98,6
140,85,6
140,98,27
140,85,27
1,17,1
1,11,1
1,17,2
1,11,2
18,17,1
18,11,1
18,17,2
18,11,2
2,4,3
2,18,3
2,4,4
2,18,4
17,4,3
17,18,3
17,4,4
17,18,4
34,113,176
34,4,176
34,113,91
34,4,91
215,113,176
215,4,176
215,113,91
215,4,91
