9,18,32
27,1,13
18,22,16
21,2,25
13,13,20
3,34,15
24,11,30
29,18,15
34,33,10
18,3,8
14,31,6
28,14,27
16,11,3
12,14,1
7,15,19
20,32,4
20,12,27
3,10,25
27,4,28
19,3,18
7,4,18
24,13,9
26,34,21
3,26,24
16,24,26
29,16,24
10,20,2
16,30,6
1,22,7
9,28,19
21,4,5
31,22,17
27,30,18
33,16,33
28,30,15
16,33,12
3,1,9
18,3,16
13,10,23
24,25,12
8,1,16
31,4,6
24,4,24
15,20,24
5,9,25
3,33,4
19,17,19
19,5,30
5,20,32
21,16,22
7,13,34
17,15,31
33,26,34
28,7,2
7,28,20
30,4,18
27,4,15
27,17,8
25,24,8
31,15,22
19,12,7
2,10,18
15,16,2
9,18,17
17,28,21
24,27,34
3,11,19
30,31,5
16,17,27
21,3,13
9,19,32
22,22,11
23,7,27
8,18,28
34,16,9
10,24,21
7,3,23
30,21,21
27,25,34
27,4,17
9,9,28
24,12,29
13,13,1
2,19,28
30,32,2
28,8,17
30,28,12
29,25,7
16,22,21
34,5,29
34,23,3
13,3,6
17,6,26
8,19,29
29,16,27
9,25,4
8,33,15
3,10,34
15,30,4
31,10,2
34,3,15
24,24,28
29,23,23
24,1,26
23,22,14
7,24,21
13,4,2
27,26,22
28,20,14
21,6,20
28,6,26
6,10,32
7,28,16
14,27,26
28,14,23
11,22,28
33,26,24
5,14,4
7,21,25
13,25,28
24,22,22
28,30,2
10,7,26
24,11,16
20,2,13
33,19,14
16,33,18
29,29,21
23,7,24
33,29,12
8,21,5
18,8,17
12,26,5
29,25,32
9,11,5
29,31,28
31,33,22
7,3,2
16,15,32
16,1,7
12,13,27
25,29,3
30,10,17
34,3,25
4,19,5
19,14,14
30,11,21
21,1,27
6,4,10
2,34,16
17,2,25
19,20,31
26,7,8
5,22,5
20,29,17
31,22,23
5,14,11
7,24,2
16,34,15
14,30,29
12,6,2
11,15,3
32,15,13
21,18,3
29,21,7
1,5,9
20,16,21
30,32,7
5,31,12
33,2,30
16,34,1
17,21,30
12,27,33
6,8,17
4,4,10
3,3,4
8,13,8
7,34,30
7,32,32
7,18,28
26,34,24
33,33,21
1,23,15
6,34,10
18,15,1
14,5,10
12,3,13
7,4,2
25,30,30
5,6,20
27,27,25
18,12,13
31,6,1
3,25,31
30,14,25
2,25,9
22,25,23
1,11,3
13,19,3
23,29,31
