45,200,190
155,200,10
45,171,6
45,29,6
29,171,2
16,171,2
16,171,2
17,200,50
32,200,44
100,200,44
17,158,60
6,119,33
6,81,33
6,81,47
5,200,21
5,200,29
1,200,21
1,200,29
36,29,3
36,29,1
9,29,1
10,158,9
5,158,1
2,158,8
2,158,1
1,119,22
1,119,25
5,119,22
5,119,25
9,200,12
23,200,12
8,42,18
8,42,2
9,42,18
9,42,2
1,158,2
1,158,6
4,158,2
29,29,1
29,142,1
29,29,1
29,142,1
23,57,2
23,143,2
23,57,2
23,143,2
14,42,26
14,42,34
3,42,26
3,42,34
23,165,5
23,35,55
23,9,4
23,26,4
23,9,1
23,26,1
97,200,14
97,200,2
3,200,14
4,158,3
4,158,8
6,158,3
6,158,8
3,158,2
1,158,2
1,158,4
7,107,5
7,51,5
7,51,6
2,200,1
2,200,1
1,200,1
1,200,1
2,158,1
2,158,3
1,158,1
1,158,3
13,165,7
13,165,48
10,165,48
7,49,5
7,58,5
7,49,1
7,58,1
10,18,6
10,147,6
10,18,1
10,147,1
9,78,1
9,122,1
9,78,3
9,122,3
115,200,33
115,200,97
17,200,33
17,200,97
8,29,2
8,29,1
1,29,2
1,29,1
