37,98,91
77,42,88
37,73,77
9,88,81
86,28,19
94,81,56
94,72,63
93,94,29
19,7,25
23,62,41
63,52,45
92,35,10
79,85,28
5,33,39
1,6,52
3,70,7
10,56,73
21,49,77
94,28,51
33,84,56
89,92,54
16,99,81
87,90,15
6,1,90
12,89,31
81,99,74
23,97,26
55,39,13
33,51,30
42,12,32
22,36,81
82,10,74
2,34,21
68,27,1
87,95,61
2,46,61
75,65,80
69,83,78
56,18,31
10,4,43
96,31,26
44,70,43
70,25,3
31,83,62
52,88,44
36,50,49
90,68,27
20,49,1
7,6,50
34,6,62
25,39,69
84,60,7
93,6,48
49,52,25
19,55,28
15,60,97
53,44,15
61,18,57
81,12,37
4,16,78
6,85,84
73,20,87
63,55,98
99,70,73
52,8,55
86,54,62
32,81,74
42,44,18
57,86,66
55,44,50
6,45,19
1,37,99
88,33,61
24,93,81
48,92,86
46,65,20
55,96,99
76,15,74
53,14,81
17,30,11
92,8,68
12,75,34
31,3,56
36,82,20
76,17,13
54,45,51
26,14,36
84,24,71
74,92,16
13,16,36
60,98,37
66,7,55
7,89,4
6,22,87
92,8,8
84,89,23
56,45,73
43,40,57
44,29,2
48,35,43
