396;192;275;104;1;1;1;0
355;192;275;93;1;1;1;0
499;192;275;131;1;1;1;0
396;125;275;68;1;1;1;0
355;125;275;61;1;1;1;0
499;125;275;85;1;1;1;0
396;287;275;156;1;1;1;0
355;287;275;140;1;1;1;0
499;287;275;196;1;1;1;0
396;192;92;34;1;1;1;0
355;192;92;31;1;1;1;0
499;192;92;44;1;1;1;0
396;125;92;22;1;1;1;0
355;125;92;20;1;1;1;0
499;125;92;28;1;1;1;0
396;287;92;52;1;1;1;0
355;287;92;46;1;1;1;0
499;287;273;195;1;1;1;0
396;192;273;103;1;1;1;0
355;192;273;93;1;1;1;0
499;192;273;130;1;1;1;0
396;125;273;67;1;1;1;0
355;125;273;60;1;1;1;0
499;125;273;85;1;1;1;0
396;287;273;155;1;1;1;0
355;287;273;139;1;1;1;0
499;287;273;195;1;1;1;0
