508;198;139;69;1;1;1;0
124;198;139;17;1;1;1;0
618;198;139;85;1;1;1;0
508;224;139;79;1;1;1;0
124;224;139;19;1;1;1;0
618;224;139;96;1;1;1;0
508;182;139;64;1;1;1;0
124;182;139;15;1;1;1;0
618;182;139;78;1;1;1;0
508;198;456;229;1;1;1;0
124;198;456;55;1;1;1;0
618;198;456;278;1;1;1;0
508;224;456;259;1;1;1;0
124;224;456;63;1;1;1;0
618;224;456;315;1;1;1;0
508;182;456;210;1;1;1;0
124;182;456;51;1;1;1;0
618;182;45;25;1;1;1;0
508;198;45;22;1;1;1;0
124;198;45;5;1;1;1;0
618;198;45;27;1;1;1;0
508;224;45;25;1;1;1;0
124;224;45;6;1;1;1;0
618;224;45;31;1;1;1;0
508;182;45;20;1;1;1;0
124;182;45;5;1;1;1;0
618;182;45;25;1;1;1;0
